segment_id,raw_ja,raw_en,raw_zh,category,subtype,source,source_row,notes
seg_000278,共通クールダウン-10%,Global CD -10%,共同冷卻時間-10%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-03,Split combined effect list.
seg_000279,魔法ダメージ+8%,MDMG +8%,魔法傷害+8%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-03,Split combined effect list.
seg_000280,Agi+1,AGI +1,敏捷+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000281,物理ダメージ増加+2%,PDMG +2%,物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000282,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000283,Agi+1,AGI +1,敏捷+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000284,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000285,攻撃速度+2%,ASPD +2%,攻擊速度+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000286,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000287,攻撃速度+3%,ASPD +3%,攻擊速度+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000288,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000289,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000290,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000291,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000292,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000293,3点セット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000294,Agi15ポイントごとに,For every 15 AGI,每15點敏捷,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000295,攻撃速度+1%,you gain ASPD +1%,額外增加1%攻擊速度,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-04,
seg_000296,Dex+1,DEX +1,靈巧+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000297,物理ダメージ増加+2%,PDMG +2%,物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000298,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000299,Dex+1,DEX +1,靈巧+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000300,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000301,物理攻撃+2%,PATK +2%,物理攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000302,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000303,物理攻撃+3%,PATK +3%,物理攻擊+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000304,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000305,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000306,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000307,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000308,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000309,3点セット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,
seg_000310,クリティカル+10,CRIT+10,暴擊+10點,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,Split combined effect list. | Split combined effect list. | Split combined effect list.
seg_000311,物理ダメージ+8%,PDMG +8%,物理傷害+8%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-armor-style-05,Split combined effect list. | Split combined effect list. | Split combined effect list.
seg_000312,Vit+1,VIT +1,體質+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000313,MaxHP+2%,Max HP +2%,生命上限+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000314,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000315,体力+1,VIT +1,體質+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000316,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000317,物理防御+4%,PDEF +4%,物理防禦+4%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000318,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000319,魔法防御+4%,MDEF +4%,魔法防禦+4%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000320,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000321,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000322,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000323,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000324,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000325,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,
seg_000326,水・風・地・火属性のダメージを5%軽減,Max SP +8%,受到水、風、地、火屬性傷害減免+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,Split combined effect list.
seg_000327,最大MP+8%,Wind/Fire/Water/Earth Reduction +5%,魔法值+8%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-01,Split combined effect list.
seg_000328,Str+1,STR +1,力量+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000329,物理ダメージ増加+2%,PDMG +2%,物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000330,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000331,力+1,STR +1,力量+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000332,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000333,物理攻撃+2%,PATK +2%,物理攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000334,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000335,物理攻撃+3%,PATK +3%,物理攻擊+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000336,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000337,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000338,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000339,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000340,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000341,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000342,1ポイントの力ごとに,Each point of STR,每1點力量,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000343,攻撃力が1ポイント加される,grants 1 point of ATK,額外增加1點攻擊力,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-02,
seg_000344,Int+1,INT +1,智力+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000345,魔法ダメージ増加+2%,MDMG +2%,魔法傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000346,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000347,知力+1,INT +1,智力+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000348,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000349,魔法攻撃+2%,MATK +2%,魔法攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000350,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000351,魔法攻撃+3%,MATK +3%,魔法攻擊+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000352,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000353,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000354,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000355,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000356,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000357,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,
seg_000358,最大MP+5%,Max SP +5%,最大魔法值+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,Split combined effect list.
seg_000359,共通クールダウン-10%,Global CD -10%,共同冷卻時間-10%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,Split combined effect list.
seg_000360,魔法ダメージ+8%,MDMG +8%,魔法傷害+8%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-03,Split combined effect list.
seg_000361,Agi+1,AGI +1,敏捷+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000362,物理ダメージ増加+2%,PDMG +2%,物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000363,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000364,敏捷+1,AGI +1,敏捷+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000365,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000366,攻撃速度+2%,ASPD +2%,攻擊速度+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000367,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000368,攻撃速度+3%,ASPD +3%,攻擊速度+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000369,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000370,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000371,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000372,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000373,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000374,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000375,敏捷が15ポイントごとに,For every 15 AGI,每15點敏捷,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000376,攻撃速度が1%追加で増加する,you gain ASPD +1%,額外增加1%攻擊速度,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-04,
seg_000377,Dex+1,DEX +1,靈巧+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000378,物理ダメージ増加+2%,PDMG +2%,物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000379,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000380,器用さ+1,DEX +1,靈巧+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000381,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000382,物理攻撃+2%,PATK +2%,物理攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000383,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000384,物理攻撃+3%,PATK +3%,物理攻擊+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000385,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000386,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000387,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000388,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000389,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000390,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,
seg_000391,クリティカル+10,CRIT+10,暴擊+10點,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,Split combined effect list. | Split combined effect list. | Split combined effect list.
seg_000392,物理ダメージ+8%,PDMG +8%,物理傷害+8%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-mantle-style-05,Split combined effect list. | Split combined effect list. | Split combined effect list.
seg_000393,Vit+1,VIT +1,體質+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000394,MaxHP+2%,Max HP +2%,生命上限+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000395,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000396,体力+1,VIT +1,體質+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000397,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000398,物理防御+4%,PDEF +4%,物理防禦+4%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000399,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000400,魔法防御+4%,MDEF +4%,魔法防禦+4%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000401,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000402,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000403,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000404,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000405,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000406,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,
seg_000407,水・風・地・火属性のダメージを5%軽減,Max SP +8%,受到水、風、地、火屬性傷害減免+5%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,Split combined effect list.
seg_000408,最大MP+8%,Wind/Fire/Water/Earth Reduction +5%,魔法值+8%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-01,Split combined effect list.
seg_000409,Str+1,STR +1,力量+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000410,物理ダメージ増加+2%,PDMG +2%,物理傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000411,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000412,力+1,STR +1,力量+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000413,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000414,物理攻撃+2%,PATK +2%,物理攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000415,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000416,物理攻撃+3%,PATK +3%,物理攻擊+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000417,精錬+12以上の時,Refine +12,精煉+12時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000418,物理ダメージ減少+3%,PDMG Reduction +3%,物理傷害減免+3%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000419,精錬+15以上の時,Refine +15,精煉+15時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000420,最大HP+200,Max HP +200,生命值上限+200,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000421,セット効果：,Set Effect:,套裝效果：,header,set_effect_header,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000422,3組のセット効果,3-piece Set Effect,3件套效果,set_term,three_piece,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000423,1ポイントの力ごとに,Each point of STR,每1點力量,condition_phrase,generic_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000424,攻撃力が1ポイント加される,grants 1 point of ATK,額外增加1點攻擊力,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-02,
seg_000425,Int+1,INT +1,智力+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
seg_000426,魔法ダメージ増加+2%,MDMG +2%,魔法傷害+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
seg_000427,精錬+3以上の時,Refine +3,精煉+3時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
seg_000428,知力+1,INT +1,智力+1,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
seg_000429,精錬+6以上の時,Refine +6,精煉+6時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
seg_000430,魔法攻撃+2%,MATK +2%,魔法攻擊+2%,effect_phrase,generic_effect,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
seg_000431,精錬+10以上の時,Refine +10,精煉+10時,condition_phrase,refine_condition,PATH_TO_EQUIPMENT_EFFECTS_final.csv:effect_text,dawn-boots-style-03,
